time (ms), temperature (C), humidity (%), he (ppm), iaq, tvoc (ppb), eco2 (ppm), iaqr, h2 (ppb), ethanol (ppb), lux, als, white, ori_x (m/s^2), ori_y (m/s^2), ori_z (m/s^2), gyro_x (rad), gyro_y (rad), gyro_z (rad), linear_x (m/s^2), linear_y (m/s^2), linear_z (m/s^2), magnetic_x (?T), magnetic_y (?T), magnetic_z (?T), acceleration_x (m/s^2), acceleration_y (m/s^2), acceleration_z (m/s^2), gravity_x (m/s^2), gravity_y (m/s^2), gravity_z (m/s^2), x_pos (m), y_pos (m), head (m)
372675, 25.57, 53.34, 0,  , 0, 400,  , 14580, 18757, 2955.51, 5534, 9718, 10.00, -85.69, -4.19, 0.01, 0.00, -0.01, -0.13, 0.07, -0.01, 16.25, -3.75, 31.75, -9.91, 0.80, 0.04, -9.77, 0.72, 0.05, -11157960.17, 1237189.37, -0.06
373161, 25.55, 53.39, 0,  , 0, 400,  , 14584, 18774, 2955.51, 5538, 9716, 10.06, -85.75, -4.19, 0.00, -0.01, -0.01, -0.12, 0.06, 0.08, 16.25, -3.06, 31.38, -9.90, 0.78, 0.13, -9.78, 0.71, 0.05, -11172131.93, 1244275.25, -0.06
373644, 25.57, 53.37, 0,  , 0, 400,  , 14586, 18771, 2956.69, 5538, 9719, 10.06, -85.75, -4.12, 0.00, -0.01, -0.00, -0.12, 0.15, -0.05, 15.50, -3.50, 31.75, -9.89, 0.86, 0.01, -9.78, 0.71, 0.05, -11186129.27, 1261771.93, -0.06
374131, 25.59, 53.34, 0,  , 0, 400,  , 14586, 18780, 2960.80, 5543, 9725, 10.06, -85.75, -4.12, -0.01, -0.01, -0.01, -0.14, -0.03, -0.07, 15.19, -3.50, 32.19, -9.92, 0.68, -0.01, -9.78, 0.71, 0.05, -11202731.10, 1258214.39, -0.07
374619, 25.58, 53.38, 0,  , 0, 400,  , 14589, 18774, 2959.63, 5541, 9721, 10.00, -85.75, -4.19, 0.01, 0.00, -0.01, -0.11, 0.11, -0.01, 16.69, -2.69, 31.00, -9.89, 0.83, 0.04, -9.77, 0.72, 0.05, -11215829.02, 1271312.31, -0.05
375102, 25.59, 53.34, 0,  , 0, 400,  , 14584, 18774, 2957.86, 5538, 9730, 10.00, -85.75, -4.19, 0.00, -0.00, 0.01, -0.15, 0.32, -0.05, 15.50, -3.50, 30.56, -9.93, 1.03, 0.00, -9.78, 0.71, 0.06, -11233325.70, 1308638.55, -0.07
375586, 25.58, 53.30, 0,  , 0, 400,  , 14576, 18765, 2960.80, 5544, 9734, 10.06, -85.81, -4.12, -0.01, -0.01, 0.01, -0.13, 0.30, -0.12, 15.88, -3.06, 30.56, -9.91, 0.98, -0.03, -9.78, 0.70, 0.06, -11248552.33, 1343776.96, -0.06
376075, 25.58, 53.31, 0,  , 0, 400,  , 14580, 18772, 2960.80, 5543, 9736, 10.06, -85.81, -4.12, -0.00, 0.00, -0.00, -0.13, 0.16, -0.10, 15.19, -2.69, 32.19, -9.91, 0.87, -0.04, -9.78, 0.71, 0.06, -11264095.20, 1362906.64, -0.06
376558, 25.59, 53.26, 0,  , 0, 400,  , 14577, 18775, 2959.63, 5541, 9731, 10.06, -85.81, -4.12, 0.01, 0.00, 0.01, -0.14, 0.12, -0.08, 15.88, -3.50, 32.56, -9.92, 0.83, -0.02, -9.78, 0.71, 0.06, -11280425.43, 1376903.97, -0.07
377042, 25.58, 53.30, 0,  , 0, 400,  , 14580, 18776, 2958.45, 5539, 9732, 10.06, -85.81, -4.12, 0.00, -0.01, -0.01, -0.12, -0.18, 0.05, 15.50, -3.50, 31.38, -9.85, 0.46, 0.19, -9.78, 0.70, 0.07, -11294480.79, 1355820.93, -0.06
377526, 25.59, 53.26, 0,  , 0, 400,  , 14579, 18766, 2959.04, 5543, 9751, 10.06, -85.81, -4.06, 0.00, 0.01, 0.00, -0.11, 0.04, -0.09, 16.25, -2.69, 31.75, -9.89, 0.75, -0.02, -9.78, 0.70, 0.07, -11307364.87, 1360506.05, -0.05
378012, 25.61, 53.25, 0,  , 0, 400,  , 14585, 18768, 2960.21, 5539, 9746, 10.00, -85.81, -4.12, -0.00, 0.00, 0.00, -0.09, 0.03, -0.03, 15.88, -3.50, 32.19, -9.87, 0.74, 0.02, -9.78, 0.71, 0.05, -11317993.69, 1364048.99, -0.04
378499, 25.58, 53.26, 0,  , 0, 400,  , 14582, 18768, 2960.80, 5543, 9756, 10.00, -85.75, -4.19, 0.00, 0.00, -0.00, -0.11, -0.04, -0.12, 15.88, -2.38, 31.75, -9.89, 0.67, -0.06, -9.78, 0.71, 0.05, -11331037.98, 1359305.61, -0.05
378981, 25.59, 53.23, 0,  , 0, 400,  , 14576, 18763, 2960.80, 5543, 9760, 10.00, -85.75, -4.19, 0.01, 0.00, 0.00, -0.13, 0.00, -0.02, 15.50, -3.50, 31.75, -9.91, 0.72, 0.02, -9.78, 0.71, 0.05, -11346139.04, 1359305.61, -0.06
379467, 25.58, 53.26, 0,  , 0, 400,  , 14587, 18773, 2961.98, 5545, 9767, 10.00, -85.75, -4.19, -0.00, 0.00, -0.00, -0.11, 0.00, 0.03, 16.69, -3.06, 31.75, -9.91, 0.70, 0.06, -9.78, 0.71, 0.05, -11359129.82, 1359305.61, -0.05
379954, 25.61, 53.25, 0,  , 0, 400,  , 14580, 18765, 2963.15, 5540, 9763, 10.00, -85.75, -4.19, 0.00, -0.00, 0.00, -0.15, 0.02, 0.00, 16.25, -3.50, 31.38, -9.93, 0.74, 0.05, -9.78, 0.71, 0.05, -11376917.50, 1361677.30, -0.07
380438, 25.58, 53.29, 0,  , 0, 400,  , 14576, 18775, 2960.21, 5551, 9765, 10.00, -85.75, -4.19, -0.00, -0.01, 0.01, -0.11, 0.08, -0.03, 15.88, -3.06, 32.19, -9.91, 0.82, 0.02, -9.78, 0.71, 0.05, -11389801.58, 1371047.54, -0.05
380927, 25.61, 53.22, 0,  , 0, 400,  , 14587, 18777, 2959.04, 5540, 9764, 10.00, -85.75, -4.19, 0.00, 0.01, -0.00, -0.13, -0.06, -0.10, 15.88, -2.69, 31.38, -9.91, 0.65, -0.03, -9.78, 0.71, 0.06, -11405344.44, 1363873.91, -0.06
381410, 25.58, 53.28, 0,  , 0, 400,  , 14580, 18766, 2964.91, 5550, 9775, 10.00, -85.75, -4.19, -0.00, 0.00, -0.00, -0.12, -0.05, -0.01, 15.88, -3.06, 31.38, -9.90, 0.66, 0.04, -9.78, 0.71, 0.06, -11419341.78, 1358041.69, -0.06
381897, 25.61, 53.25, 0,  , 0, 400,  , 14580, 18772, 2961.98, 5548, 9769, 10.00, -85.75, -4.19, -0.00, 0.00, 0.00, -0.12, 0.00, 0.00, 15.19, -2.38, 32.56, -9.90, 0.71, 0.05, -9.78, 0.71, 0.06, -11433571.92, 1358041.69, -0.06
382384, 25.62, 53.29, 0,  , 0, 400,  , 14585, 18776, 2961.98, 5546, 9779, 9.94, -85.75, -4.19, -0.01, -0.01, 0.01, -0.13, 0.03, -0.04, 15.88, -2.38, 32.19, -9.89, 0.77, 0.01, -9.77, 0.72, 0.06, -11448987.91, 1361599.22, -0.06
382868, 25.61, 53.28, 0,  , 0, 400,  , 14579, 18762, 2960.80, 5546, 9777, 9.94, -85.75, -4.19, -0.01, -0.00, 0.00, -0.13, 0.03, -0.07, 14.88, -2.69, 32.19, -9.91, 0.76, -0.01, -9.77, 0.72, 0.06, -11464214.55, 1365113.06, -0.06
383353, 25.62, 53.30, 0,  , 0, 400,  , 14580, 18774, 2965.50, 5551, 9775, 9.94, -85.75, -4.19, 0.00, 0.01, -0.00, -0.13, 0.04, -0.07, 15.19, -2.38, 31.00, -9.91, 0.77, -0.01, -9.77, 0.72, 0.06, -11479504.17, 1369817.56, -0.06
383840, 25.61, 53.29, 0,  , 0, 400,  , 14586, 18778, 2964.91, 5550, 9781, 9.94, -85.75, -4.19, 0.00, 0.00, 0.00, -0.11, 0.04, -0.10, 15.88, -3.06, 31.38, -9.89, 0.77, -0.03, -9.77, 0.72, 0.06, -11492548.47, 1374560.94, -0.05
384324, 25.62, 53.30, 0,  , 0, 400,  , 14586, 18773, 2963.15, 5547, 9785, 9.94, -85.75, -4.19, -0.00, 0.00, 0.00, -0.12, 0.00, -0.07, 15.19, -2.00, 33.00, -9.90, 0.72, -0.01, -9.77, 0.72, 0.06, -11506603.83, 1374560.94, -0.06
384808, 25.64, 53.30, 0,  , 0, 400,  , 14587, 18778, 2964.33, 5547, 9785, 9.94, -85.75, -4.19, -0.00, 0.00, -0.00, -0.12, 0.04, -0.07, 15.19, -3.50, 30.56, -9.90, 0.76, -0.01, -9.77, 0.72, 0.06, -11520659.19, 1379246.06, -0.06
385296, 25.62, 53.29, 0,  , 0, 400,  , 14580, 18771, 2964.33, 5549, 9792, 9.94, -85.75, -4.19, -0.01, -0.01, 0.00, -0.11, -0.01, -0.08, 15.50, -3.50, 32.19, -9.89, 0.70, -0.01, -9.77, 0.72, 0.06, -11533757.11, 1378055.34, -0.05
385779, 25.62, 53.30, 0,  , 0, 400,  , 14581, 18780, 2966.68, 5553, 9794, 9.94, -85.75, -4.19, -0.00, -0.00, -0.00, -0.11, 0.00, -0.16, 15.50, -3.06, 32.19, -9.89, 0.72, -0.09, -9.77, 0.72, 0.07, -11546588.00, 1378055.34, -0.05
386264, 25.62, 53.27, 0,  , 0, 400,  , 14587, 18783, 2964.33, 5549, 9794, 9.94, -85.69, -4.19, 0.00, 0.00, -0.00, -0.13, 0.07, -0.07, 15.88, -2.69, 31.00, -9.91, 0.79, 0.01, -9.77, 0.72, 0.08, -11561877.62, 1386288.22, -0.06
386747, 25.64, 53.27, 0,  , 0, 400,  , 14585, 18777, 2964.33, 5550, 9787, 9.94, -85.69, -4.19, 0.00, 0.00, -0.00, -0.13, -0.03, -0.06, 15.19, -2.69, 31.38, -9.91, 0.68, 0.02, -9.77, 0.72, 0.08, -11577041.41, 1382788.88, -0.06
387234, 25.64, 53.25, 0,  , 0, 400,  , 14573, 18765, 2970.20, 5558, 9803, 9.94, -85.69, -4.19, 0.00, 0.00, -0.00, -0.09, 0.03, -0.05, 15.88, -3.06, 31.75, -9.87, 0.75, 0.03, -9.77, 0.72, 0.08, -11587714.01, 1386346.42, -0.04
387719, 25.65, 53.26, 0,  , 0, 400,  , 14585, 18779, 2967.85, 5555, 9801, 9.94, -85.69, -4.19, 0.00, 0.00, 0.00, -0.12, 0.09, -0.13, 15.19, -3.50, 31.06, -9.90, 0.81, -0.04, -9.77, 0.72, 0.08, -11601827.51, 1396931.54, -0.06
388202, 25.67, 53.27, 0,  , 0, 400,  , 14577, 18776, 2970.20, 5559, 9811, 9.94, -85.69, -4.19, 0.00, 0.00, 0.00, -0.10, 0.03, -0.11, 14.88, -2.38, 31.75, -9.88, 0.75, -0.02, -9.77, 0.72, 0.08, -11613491.96, 1400430.88, -0.05
388690, 25.64, 53.28, 0,  , 0, 400,  , 14580, 18778, 2966.68, 5556, 9802, 9.94, -85.69, -4.19, -0.00, 0.00, 0.00, -0.10, 0.00, -0.12, 16.69, -2.69, 31.06, -9.88, 0.72, -0.03, -9.77, 0.72, 0.08, -11625399.16, 1400430.88, -0.05
389175, 25.64, 53.28, 0,  , 0, 400,  , 14586, 18781, 2969.03, 5558, 9808, 9.94, -85.69, -4.19, -0.00, 0.00, 0.00, -0.12, 0.08, -0.12, 15.19, -3.50, 31.06, -9.89, 0.77, -0.05, -9.77, 0.72, 0.08, -11639512.66, 1409839.88, -0.06
389661, 25.65, 53.30, 0,  , 0, 400,  , 14579, 18772, 2967.85, 5558, 9815, 9.94, -85.69, -4.19, 0.00, 0.00, -0.00, -0.10, 0.02, -0.15, 15.88, -2.38, 31.38, -9.88, 0.74, -0.06, -9.77, 0.72, 0.08, -11651322.46, 1412201.84, -0.05
390147, 25.67, 53.29, 0,  , 0, 400,  , 14581, 18777, 2967.26, 5554, 9820, 9.94, -85.69, -4.19, -0.00, -0.00, -0.00, -0.14, -0.06, -0.05, 15.19, -2.69, 32.19, -9.92, 0.65, 0.03, -9.77, 0.72, 0.08, -11667856.18, 1405115.96, -0.07
390631, 25.64, 53.31, 0,  , 0, 400,  , 14581, 18781, 2971.96, 5562, 9813, 9.94, -85.69, -4.19, -0.00, -0.00, 0.00, -0.12, 0.00, -0.08, 15.50, -2.38, 31.75, -9.90, 0.70, 0.02, -9.77, 0.72, 0.08, -11681911.54, 1405115.96, -0.06
391118, 25.62, 53.29, 0,  , 0, 400,  , 14576, 18769, 2969.03, 5560, 9819, 9.94, -85.69, -4.19, -0.00, 0.00, 0.00, -0.12, 0.01, -0.15, 15.88, -2.69, 31.06, -9.90, 0.73, -0.06, -9.77, 0.72, 0.08, -11696141.68, 1406301.80, -0.06
391607, 25.65, 53.31, 0,  , 0, 400,  , 14573, 18766, 2971.38, 5565, 9819, 9.94, -85.69, -4.19, 0.00, -0.00, -0.00, -0.12, 0.04, -0.11, 15.88, -3.75, 31.06, -9.90, 0.77, -0.02, -9.77, 0.72, 0.08, -11710488.94, 1411084.22, -0.06
392089, 25.65, 53.37, 0,  , 0, 400,  , 14578, 18772, 2971.96, 5562, 9826, 9.94, -85.69, -4.19, -0.00, -0.00, 0.00, -0.13, 0.00, -0.08, 16.69, -2.69, 31.38, -9.91, 0.72, 0.00, -9.77, 0.72, 0.08, -11725590.00, 1411084.22, -0.06
392573, 25.65, 53.30, 0,  , 0, 400,  , 14580, 18773, 2975.49, 5568, 9820, 9.94, -85.69, -4.19, 0.00, 0.00, 0.00, -0.10, -0.01, -0.15, 15.50, -3.06, 31.38, -9.88, 0.70, -0.06, -9.77, 0.72, 0.08, -11737302.80, 1409912.94, -0.05
393060, 25.65, 53.34, 0,  , 0, 400,  , 14574, 18767, 2976.08, 5569, 9816, 9.94, -85.69, -4.19, -0.00, 0.00, -0.00, -0.13, 0.05, -0.09, 16.69, -3.06, 31.38, -9.91, 0.78, 0.00, -9.77, 0.72, 0.08, -11752718.79, 1415842.17, -0.06
393543, 25.65, 53.39, 0,  , 0, 400,  , 14583, 18780, 2975.49, 5568, 9823, 9.94, -85.69, -4.19, -0.00, 0.00, 0.00, -0.12, 0.04, 0.02, 16.69, -3.50, 32.56, -9.90, 0.76, 0.11, -9.77, 0.72, 0.08, -11766716.13, 1420507.95, -0.06
394028, 25.65, 53.36, 0,  , 0, 400,  , 14580, 18777, 2976.08, 5566, 9826, 9.94, -85.69, -4.19, -0.00, -0.00, -0.00, -0.12, -0.05, -0.09, 15.88, -3.06, 31.75, -9.92, 0.65, 0.00, -9.77, 0.72, 0.08, -11780829.63, 1414627.32, -0.06
394516, 25.65, 53.37, 0,  , 0, 400,  , 14575, 18770, 2973.14, 5564, 9830, 9.94, -85.69, -4.19, -0.00, -0.00, -0.00, -0.12, -0.07, -0.11, 14.88, -2.69, 31.75, -9.90, 0.65, -0.02, -9.77, 0.72, 0.08, -11795118.27, 1406292.28, -0.06
394999, 25.64, 53.39, 0,  , 0, 400,  , 14589, 18788, 2974.32, 5566, 9825, 9.94, -85.69, -4.19, 0.00, 0.00, -0.01, -0.10, -0.01, -0.03, 15.88, -3.50, 31.75, -9.88, 0.70, 0.05, -9.77, 0.72, 0.08, -11806782.72, 1405125.84, -0.05
395485, 25.65, 53.30, 0,  , 0, 400,  , 14578, 18777, 2973.73, 5566, 9829, 9.81, -85.69, -4.25, -0.01, -0.01, 0.01, -0.10, 0.16, -0.06, 15.19, -2.38, 31.75, -9.88, 0.89, 0.01, -9.77, 0.73, 0.08, -11818592.52, 1424021.52, -0.05
395967, 25.68, 53.39, 0,  , 0, 400,  , 14584, 18772, 2976.08, 5573, 9832, 9.81, -85.69, -4.25, -0.00, -0.01, 0.00, -0.14, 0.00, -0.13, 15.19, -1.56, 32.19, -9.92, 0.73, -0.06, -9.77, 0.72, 0.07, -11834855.20, 1424021.52, -0.07
396459, 25.65, 53.35, 0,  , 0, 400,  , 14575, 18773, 2974.90, 5567, 9829, 9.81, -85.69, -4.25, 0.00, 0.00, -0.00, -0.14, 0.00, -0.14, 15.19, -2.69, 33.00, -9.92, 0.73, -0.06, -9.77, 0.73, 0.08, -11851799.68, 1424021.52, -0.07
396946, 25.65, 53.34, 0,  , 0, 400,  , 14576, 18782, 2977.25, 5571, 9828, 9.81, -85.69, -4.25, 0.01, -0.00, -0.01, -0.13, 0.02, -0.07, 15.50, -2.38, 32.25, -9.91, 0.75, 0.00, -9.77, 0.72, 0.08, -11867215.66, 1426393.21, -0.06
397430, 25.65, 53.34, 0,  , 0, 400,  , 14582, 18775, 2977.84, 5572, 9833, 9.81, -85.69, -4.25, 0.00, -0.00, 0.00, -0.13, -0.02, -0.06, 14.88, -1.56, 32.56, -9.91, 0.69, 0.00, -9.77, 0.72, 0.06, -11882442.30, 1424050.65, -0.06
397914, 25.65, 53.36, 0,  , 0, 400,  , 14579, 18786, 2976.08, 5572, 9820, 9.81, -85.69, -4.25, 0.00, -0.01, 0.01, -0.12, 0.11, -0.05, 15.19, -3.50, 31.75, -9.90, 0.84, 0.01, -9.77, 0.73, 0.06, -11896497.66, 1436934.73, -0.06
398402, 25.65, 53.33, 0,  , 0, 400,  , 14582, 18780, 2976.08, 5576, 9823, 9.75, -85.62, -4.25, -0.00, 0.00, -0.00, -0.11, 0.01, -0.13, 15.50, -2.69, 31.38, -9.89, 0.74, -0.05, -9.77, 0.73, 0.07, -11909595.58, 1438125.45, -0.05
398885, 25.67, 53.38, 0,  , 0, 400,  , 14581, 18791, 2983.13, 5581, 9828, 9.75, -85.62, -4.25, -0.00, 0.00, -0.00, -0.12, 0.01, -0.07, 15.19, -3.06, 33.00, -9.90, 0.75, 0.00, -9.77, 0.73, 0.07, -11923592.92, 1439291.89, -0.06
399372, 25.67, 53.39, 0,  , 0, 400,  , 14579, 18770, 2980.78, 5577, 9821, 9.75, -85.62, -4.25, 0.00, 0.00, -0.00, -0.12, 0.05, -0.03, 15.88, -3.06, 31.75, -9.90, 0.78, 0.04, -9.77, 0.73, 0.07, -11937823.06, 1445221.12, -0.06
399856, 25.67, 53.39, 0,  , 0, 400,  , 14585, 18789, 2981.96, 5579, 9823, 9.75, -85.62, -4.25, 0.00, -0.00, 0.00, -0.14, -0.03, -0.06, 16.69, -3.06, 31.75, -9.92, 0.69, 0.01, -9.77, 0.73, 0.07, -11954220.98, 1441707.28, -0.07
400341, 25.68, 53.39, 0,  , 0, 400,  , 14577, 18776, 2983.13, 5578, 9825, 9.75, -85.62, -4.25, -0.00, -0.01, 0.00, -0.12, 0.04, -0.10, 15.19, -3.06, 31.38, -9.90, 0.77, -0.02, -9.77, 0.73, 0.07, -11968334.48, 1446411.78, -0.06
400828, 25.67, 53.33, 0,  , 0, 400,  , 14586, 18780, 2980.78, 5576, 9826, 9.75, -85.62, -4.25, 0.00, 0.00, -0.00, -0.12, 0.01, -0.06, 15.88, -2.00, 31.38, -9.90, 0.74, 0.00, -9.77, 0.73, 0.07, -11982564.62, 1447597.62, -0.06
401312, 25.65, 53.30, 0,  , 0, 400,  , 14583, 18782, 2982.55, 5580, 9842, 9.75, -85.69, -4.25, -0.00, 0.00, -0.00, -0.15, 0.03, -0.04, 15.19, -3.06, 31.00, -9.93, 0.77, 0.03, -9.77, 0.73, 0.07, -12000133.82, 1451111.46, -0.07
401795, 25.65, 53.35, 0,  , 0, 400,  , 14576, 18781, 2984.90, 5584, 9839, 9.75, -85.69, -4.25, -0.00, -0.00, 0.00, -0.13, 0.00, -0.13, 15.19, -3.75, 31.38, -9.92, 0.77, -0.02, -9.77, 0.73, 0.07, -12015297.60, 1451111.46, -0.06
402283, 25.68, 53.29, 0,  , 0, 400,  , 14585, 18780, 2981.37, 5579, 9839, 9.75, -85.69, -4.25, -0.00, 0.00, 0.00, -0.11, -0.06, -0.05, 15.19, -3.75, 31.75, -9.89, 0.67, 0.01, -9.77, 0.73, 0.07, -12028395.52, 1443967.14, -0.05
402769, 25.68, 53.25, 0,  , 0, 400,  , 14579, 18790, 2980.78, 5575, 9843, 9.75, -85.69, -4.25, 0.00, 0.00, 0.00, -0.11, 0.02, -0.07, 15.19, -2.00, 31.75, -9.89, 0.75, 0.00, -9.77, 0.73, 0.07, -12041386.30, 1446329.10, -0.05
403254, 25.69, 53.25, 0,  , 0, 400,  , 14579, 18778, 2983.13, 5581, 9846, 9.75, -85.69, -4.25, -0.01, -0.01, 0.00, -0.11, 0.03, -0.09, 15.19, -3.06, 31.75, -9.89, 0.76, -0.01, -9.77, 0.73, 0.07, -12054323.68, 1449857.48, -0.05
403741, 25.65, 53.26, 0,  , 0, 400,  , 14576, 18776, 2982.55, 5580, 9851, 9.75, -85.69, -4.25, 0.00, 0.00, 0.00, -0.13, -0.03, -0.09, 14.50, -3.06, 31.75, -9.90, 0.70, -0.05, -9.77, 0.73, 0.07, -12069739.66, 1446299.94, -0.06
404224, 25.67, 53.23, 0,  , 0, 400,  , 14585, 18785, 2980.19, 5576, 9846, 9.75, -85.62, -4.25, 0.01, -0.00, -0.00, -0.11, 0.00, -0.06, 15.19, -3.50, 31.38, -9.89, 0.74, 0.03, -9.77, 0.73, 0.09, -12082570.56, 1446299.94, -0.05
404710, 25.67, 53.22, 0,  , 0, 400,  , 14577, 18778, 2981.96, 5582, 9839, 9.75, -85.62, -4.25, -0.00, -0.01, 0.00, -0.11, 0.08, 0.00, 14.50, -3.06, 32.56, -9.89, 0.81, 0.10, -9.77, 0.73, 0.10, -12095561.34, 1455747.78, -0.05
405193, 25.68, 53.24, 0,  , 0, 400,  , 14579, 18779, 2985.49, 5585, 9833, 9.75, -85.62, -4.25, 0.01, 0.01, -0.01, -0.13, -0.03, -0.12, 15.88, -2.38, 31.75, -9.91, 0.70, -0.02, -9.77, 0.73, 0.09, -12110725.12, 1452248.45, -0.06
405681, 25.68, 53.17, 0,  , 0, 400,  , 14584, 18784, 2983.72, 5582, 9831, 9.81, -85.69, -4.25, 0.01, 0.00, -0.01, -0.10, 0.02, -0.10, 15.19, -2.69, 31.75, -9.88, 0.75, -0.01, -9.77, 0.72, 0.08, -12122632.32, 1454629.89, -0.05
406168, 25.67, 53.17, 0,  , 0, 400,  , 14580, 18781, 2985.49, 5585, 9833, 9.69, -85.62, -4.25, -0.06, -0.01, 0.00, -0.11, 0.23, 0.00, 15.19, -3.75, 30.56, -9.89, 0.96, 0.11, -9.77, 0.73, 0.11, -12135676.62, 1481904.32, -0.05
406650, 25.67, 53.18, 0,  , 0, 400,  , 14578, 18779, 2985.49, 5585, 9817, 9.75, -85.62, -4.25, -0.00, -0.00, 0.00, -0.11, -0.13, 0.00, 16.69, -2.75, 31.69, -9.89, 0.59, 0.10, -9.77, 0.73, 0.10, -12148454.44, 1466803.26, -0.05
407135, 25.65, 53.17, 0,  , 0, 400,  , 14580, 18785, 2983.72, 5585, 9818, 9.94, -85.75, -4.19, -0.01, 0.01, -0.01, -0.11, -0.25, -0.07, 16.56, -2.06, 32.00, -9.89, 0.45, 0.00, -9.77, 0.71, 0.08, -12161391.81, 1437400.14, -0.05
407764, 25.67, 53.17, 0,  , 0, 400,  , 14582, 18785, 2985.49, 5585, 9813, 9.88, -85.69, -4.25, 0.01, 0.00, -0.00, -0.13, -0.15, -0.06, 15.06, -3.06, 30.56, -9.91, 0.57, 0.03, -9.77, 0.72, 0.10, -12187108.48, 1407727.06, -0.08
408249, 25.67, 53.17, 0,  , 0, 400,  , 14589, 18791, 2986.07, 5586, 9816, 9.88, -85.62, -4.25, 0.02, 0.00, -0.01, -0.10, 0.08, 0.00, 15.38, -2.69, 31.38, -9.88, 0.79, 0.12, -9.77, 0.73, 0.10, -12198869.73, 1417136.06, -0.05
408737, 25.67, 53.16, 0,  , 0, 400,  , 14588, 18799, 2987.25, 5586, 9810, 9.94, -85.69, -4.25, -0.01, -0.02, -0.00, -0.12, 0.22, 0.08, 16.56, -3.38, 30.19, -9.90, 0.95, 0.19, -9.77, 0.72, 0.10, -12213158.37, 1443331.90, -0.06
409218, 25.65, 53.14, 0,  , 0, 400,  , 14589, 18791, 2990.19, 5594, 9808, 10.00, -85.62, -4.31, 0.01, 0.00, -0.01, -0.14, 0.09, -0.12, 16.19, -3.38, 31.00, -9.92, 0.82, -0.03, -9.77, 0.73, 0.09, -12229353.64, 1453743.15, -0.07
409706, 25.67, 53.16, 0,  , 0, 400,  , 14589, 18797, 2986.07, 5586, 9819, 10.00, -85.56, -4.31, 0.00, 0.01, -0.00, -0.13, 0.20, -0.07, 14.38, -3.38, 31.00, -9.91, 0.94, 0.01, -9.77, 0.74, 0.09, -12244833.00, 1477557.55, -0.06
410191, 25.65, 53.11, 0,  , 0, 400,  , 14589, 18789, 2991.95, 5596, 9818, 10.06, -85.56, -4.31, 0.01, 0.00, -0.00, -0.11, 0.06, 0.08, 15.75, -2.69, 30.56, -9.89, 0.81, 0.17, -9.77, 0.74, 0.09, -12257770.37, 1484614.30, -0.05
410676, 25.65, 53.13, 0,  , 0, 400,  , 14589, 18800, 2989.01, 5591, 9820, 10.12, -85.56, -4.31, -0.00, 0.00, 0.00, -0.13, 0.22, 0.01, 15.00, -2.88, 30.25, -9.91, 0.97, 0.10, -9.77, 0.74, 0.08, -12273060.00, 1510489.05, -0.06
411163, 25.67, 53.12, 0,  , 0, 400,  , 14591, 18796, 2987.25, 5591, 9810, 10.31, -85.69, -4.25, -0.00, -0.01, -0.01, -0.10, 0.40, -0.06, 15.19, -3.19, 31.38, -9.88, 1.13, 0.02, -9.77, 0.72, 0.09, -12284918.45, 1557922.85, -0.05
411652, 25.65, 53.10, 0,  , 0, 400,  , 14589, 18799, 2990.78, 5589, 9821, 10.56, -85.81, -4.12, -0.00, -0.00, -0.00, -0.09, 0.06, -0.07, 15.56, -2.75, 31.38, -9.87, 0.77, -0.01, -9.78, 0.70, 0.05, -12295678.89, 1565096.48, -0.04
412134, 25.62, 53.10, 0,  , 0, 400,  , 14580, 18777, 2987.84, 5589, 9823, 10.56, -85.75, -4.12, -0.00, -0.00, -0.00, -0.11, 0.18, 0.02, 16.00, -2.75, 29.75, -9.89, 0.90, 0.08, -9.78, 0.71, 0.06, -12308456.71, 1586005.64, -0.05
412619, 25.65, 53.12, 0,  , 0, 400,  , 14594, 18795, 2988.43, 5590, 9819, 10.56, -85.75, -4.19, 0.00, 0.00, -0.00, -0.12, 0.13, 0.00, 16.38, -3.88, 31.00, -9.89, 0.71, 0.11, -9.77, 0.72, 0.06, -12322570.21, 1601295.26, -0.06
413103, 25.65, 53.13, 0,  , 0, 400,  , 14589, 18792, 2990.19, 5593, 9824, 10.75, -85.81, -4.12, 0.01, 0.01, 0.00, -0.15, -0.09, -0.13, 15.19, -2.06, 31.00, -9.93, 0.61, -0.08, -9.78, 0.70, 0.05, -12340139.41, 1590753.74, -0.07
413584, 25.67, 53.08, 0,  , 0, 400,  , 14590, 18801, 2987.25, 5590, 9831, 10.88, -85.88, -4.06, 0.01, 0.02, 0.00, -0.12, 0.24, -0.07, 14.75, -3.19, 30.69, -9.90, 0.94, -0.03, -9.78, 0.69, 0.04, -12354021.07, 1618517.06, -0.06
414070, 25.65, 53.08, 0,  , 0, 400,  , 14594, 18802, 2987.25, 5586, 9833, 11.06, -85.88, -4.06, 0.01, 0.01, 0.00, -0.12, 0.19, -0.01, 14.75, -2.50, 31.06, -9.90, 0.89, 0.01, -9.78, 0.69, 0.03, -12368192.83, 1640955.68, -0.06
414554, 25.64, 53.04, 0,  , 0, 400,  , 14590, 18798, 2988.43, 5590, 9832, 11.00, -85.88, -4.06, -0.01, -0.01, 0.00, -0.12, 0.18, 0.08, 14.75, -2.50, 29.50, -9.90, 0.89, 0.11, -9.78, 0.70, 0.02, -12382248.19, 1662038.72, -0.06
