time (ms), temperature (C), humidity (%), he (ppm), iaq, tvoc (ppb), eco2 (ppm), iaqr, h2 (ppb), ethanol (ppb), lux, als, white, ori_x (m/s^2), ori_y (m/s^2), ori_z (m/s^2), gyro_x (rad), gyro_y (rad), gyro_z (rad), linear_x (m/s^2), linear_y (m/s^2), linear_z (m/s^2), magnetic_x (?T), magnetic_y (?T), magnetic_z (?T), acceleration_x (m/s^2), acceleration_y (m/s^2), acceleration_z (m/s^2), gravity_x (m/s^2), gravity_y (m/s^2), gravity_z (m/s^2), x_pos (m), y_pos (m), head (m)
211715, 25.76, 52.78, 0,  , 115, 400,  , 14510, 18564, 2930.27, 5491, 9608, 8.44, -85.81, -4.12, 0.01, 0.00, 0.00, -0.12, 0.08, -0.05, 14.06, 2.06, 27.88, -9.90, 0.79, -0.03, -9.78, 0.70, 0.01, -6508135.96, 485420.30, -0.06
212199, 25.78, 52.78, 0,  , 118, 400,  , 14511, 18555, 2929.10, 5489, 9610, 8.44, -85.81, -4.12, -0.00, 0.00, 0.00, -0.11, 0.03, -0.08, 15.19, 1.69, 27.50, -9.89, 0.74, -0.06, -9.78, 0.70, 0.01, -6521020.04, 488934.14, -0.05
212684, 25.76, 52.76, 0,  , 116, 400,  , 14513, 18556, 2930.27, 5488, 9603, 8.44, -85.81, -4.12, 0.00, 0.00, 0.00, -0.10, 0.04, -0.02, 15.19, 1.25, 27.19, -9.88, 0.75, 0.00, -9.78, 0.70, 0.01, -6532781.29, 493638.64, -0.05
213171, 25.76, 52.79, 0,  , 122, 400,  , 14511, 18556, 2924.41, 5489, 9612, 8.44, -85.81, -4.12, 0.00, -0.00, 0.00, -0.12, 0.07, 0.01, 15.50, 1.69, 27.50, -9.90, 0.78, 0.03, -9.78, 0.70, 0.01, -6547011.43, 501939.55, -0.06
213653, 25.78, 52.77, 0,  , 107, 400,  , 14517, 18565, 2926.75, 5485, 9606, 8.50, -85.88, -4.06, 0.01, 0.01, 0.00, -0.09, 0.04, -0.08, 16.25, 2.06, 26.69, -9.87, 0.75, -0.06, -9.78, 0.70, 0.01, -6557466.01, 506586.03, -0.04
214137, 25.76, 52.83, 0,  , 115, 400,  , 14510, 18563, 2924.41, 5481, 9619, 8.50, -85.88, -4.06, 0.00, 0.00, -0.00, -0.13, 0.06, -0.06, 15.19, 1.69, 27.19, -9.90, 0.76, -0.02, -9.78, 0.70, 0.01, -6572692.65, 513613.71, -0.06
214626, 25.78, 52.85, 0,  , 111, 400,  , 14512, 18557, 2924.99, 5484, 9600, 8.50, -85.88, -4.06, -0.00, -0.00, 0.00, -0.11, 0.08, 0.02, 15.50, 1.69, 26.75, -9.89, 0.78, 0.04, -9.78, 0.70, 0.01, -6585844.31, 523178.55, -0.05
215111, 25.76, 52.80, 0,  , 114, 400,  , 14513, 18554, 2926.75, 5480, 9610, 8.56, -85.88, -4.06, -0.00, -0.01, 0.00, -0.11, 0.02, -0.04, 15.88, 1.69, 27.50, -9.89, 0.72, -0.02, -9.78, 0.70, 0.02, -6598781.68, 525530.80, -0.05
215597, 25.76, 52.80, 0,  , 113, 400,  , 14520, 18576, 2925.58, 5479, 9602, 8.50, -85.88, -4.06, 0.01, 0.00, -0.01, -0.12, 0.02, -0.05, 15.50, 1.69, 26.69, -9.90, 0.73, -0.01, -9.78, 0.70, 0.03, -6612953.44, 527892.76, -0.06
216080, 25.75, 52.79, 0,  , 112, 400,  , 14514, 18564, 2924.41, 5481, 9598, 8.50, -85.88, -4.06, 0.00, 0.00, -0.01, -0.12, 0.07, 0.01, 16.25, 1.69, 27.88, -9.90, 0.78, 0.04, -9.78, 0.70, 0.03, -6626950.78, 536057.88, -0.06
216565, 25.76, 52.83, 0,  , 108, 400,  , 14512, 18556, 2922.65, 5478, 9596, 8.50, -85.88, -4.06, -0.00, -0.01, -0.00, -0.13, 0.06, -0.02, 15.88, 1.38, 26.69, -9.91, 0.76, 0.01, -9.78, 0.70, 0.03, -6642240.41, 543114.63, -0.06
217051, 25.75, 52.83, 0,  , 109, 400,  , 14514, 18560, 2919.71, 5476, 9599, 8.56, -85.88, -4.06, -0.00, -0.01, 0.00, -0.11, 0.03, -0.11, 16.25, 2.75, 27.50, -9.89, 0.74, -0.08, -9.78, 0.70, 0.03, -6655231.19, 546657.57, -0.05
217533, 25.75, 52.81, 0,  , 110, 400,  , 14517, 18567, 2919.71, 5478, 9597, 8.56, -85.88, -4.06, 0.01, -0.00, -0.00, -0.14, 0.06, -0.14, 15.50, 2.38, 28.25, -9.92, 0.77, -0.10, -9.78, 0.70, 0.03, -6671493.87, 553627.29, -0.07
218018, 25.75, 52.83, 0,  , 106, 400,  , 14505, 18561, 2919.13, 5472, 9601, 8.56, -85.88, -4.06, -0.00, 0.00, -0.00, -0.12, -0.02, -0.06, 15.50, 1.69, 27.50, -9.92, 0.71, -0.06, -9.78, 0.70, 0.03, -6685607.37, 551275.04, -0.06
218505, 25.74, 52.84, 0,  , 110, 400,  , 14514, 18577, 2922.06, 5477, 9599, 8.56, -85.88, -4.06, -0.00, -0.01, 0.01, -0.10, 0.00, -0.08, 14.50, 2.06, 26.69, -9.88, 0.69, -0.04, -9.78, 0.70, 0.03, -6697465.82, 551275.04, -0.05
218989, 25.75, 52.84, 0,  , 106, 400,  , 14512, 18573, 2923.23, 5479, 9581, 8.50, -85.88, -4.06, 0.00, 0.01, -0.00, -0.11, 0.07, -0.05, 15.19, 1.25, 28.25, -9.91, 0.78, -0.04, -9.78, 0.70, 0.04, -6710349.90, 559474.00, -0.05
219478, 25.72, 52.88, 0,  , 106, 400,  , 14507, 18566, 2919.71, 5472, 9578, 8.50, -85.88, -4.06, -0.03, -0.01, 0.01, 0.15, -0.18, 0.41, 15.56, 1.75, 27.00, -9.62, 0.51, 0.46, -9.78, 0.69, 0.05, -6692415.82, 537953.11, 0.07
219958, 25.74, 52.87, 0,  , 110, 400,  , 14513, 18572, 2922.06, 5475, 9584, 8.81, -85.94, -3.94, -0.02, 0.00, -0.00, -0.14, -0.04, -0.04, 15.56, 1.75, 28.50, -9.92, 0.63, -0.01, -9.78, 0.68, 0.03, -6708543.82, 533345.11, -0.07
220445, 25.74, 52.93, 0,  , 109, 400,  , 14510, 18563, 2920.30, 5474, 9580, 8.88, -85.94, -4.00, 0.00, 0.00, -0.00, -0.13, 0.05, -0.05, 15.25, 2.19, 27.69, -9.91, 0.71, -0.01, -9.78, 0.69, 0.02, -6723959.81, 539274.33, -0.06
220931, 25.72, 52.92, 0,  , 104, 400,  , 14515, 18580, 2919.13, 5472, 9577, 8.88, -85.94, -4.00, -0.00, 0.00, -0.01, -0.12, 0.06, 0.00, 15.56, 2.19, 27.69, -9.91, 0.76, 0.00, -9.78, 0.69, 0.01, -6738131.57, 546360.21, -0.06
221416, 25.74, 52.91, 0,  , 104, 400,  , 14515, 18565, 2919.13, 5472, 9571, 8.88, -85.94, -4.00, -0.00, -0.00, 0.00, -0.11, 0.04, -0.07, 15.25, 2.19, 26.06, -9.94, 0.75, 0.00, -9.78, 0.69, 0.01, -6751068.94, 551064.71, -0.05
221903, 25.74, 53.00, 0,  , 108, 400,  , 14511, 18577, 2916.20, 5465, 9571, 8.88, -85.94, -4.00, 0.01, 0.01, -0.00, -0.13, 0.05, -0.09, 14.56, 1.75, 27.69, -9.91, 0.74, -0.07, -9.78, 0.69, 0.01, -6766484.92, 556993.94, -0.06
222392, 25.72, 52.94, 0,  , 103, 400,  , 14511, 18569, 2915.02, 5465, 9567, 8.88, -85.94, -4.00, 0.01, 0.00, 0.00, -0.13, 0.10, -0.06, 15.25, 2.19, 27.00, -9.92, 0.79, -0.04, -9.78, 0.69, 0.01, -6782027.79, 568949.99, -0.06
222875, 25.74, 52.94, 0,  , 100, 400,  , 14520, 18573, 2914.44, 5464, 9564, 8.88, -85.94, -4.00, 0.03, -0.00, 0.01, -0.06, 0.10, -0.02, 15.56, 2.19, 27.56, -9.84, 0.79, 0.00, -9.78, 0.69, 0.01, -6789026.46, 580614.44, -0.03
223366, 25.72, 52.92, 0,  , 103, 400,  , 14517, 18579, 2914.44, 5464, 9557, 8.88, -85.94, -4.00, 0.00, -0.00, 0.00, -0.10, 0.09, -0.09, 16.00, 2.19, 28.38, -9.88, 0.78, -0.08, -9.78, 0.69, 0.01, -6801080.51, 591463.08, -0.05
223855, 25.74, 52.92, 0,  , 108, 400,  , 14511, 18581, 2911.50, 5462, 9554, 8.88, -85.88, -4.06, -0.01, -0.00, 0.00, -0.12, 0.14, -0.05, 15.00, 1.75, 26.88, -9.90, 0.83, -0.03, -9.78, 0.69, 0.01, -6815427.77, 608201.55, -0.06
224337, 25.72, 52.86, 0,  , 105, 400,  , 14506, 18572, 2913.26, 5463, 9554, 8.88, -85.88, -4.06, -0.01, 0.01, -0.00, -0.15, 0.01, -0.12, 15.56, 2.19, 26.38, -9.93, 0.71, -0.11, -9.78, 0.69, 0.01, -6832852.07, 609363.17, -0.07
224823, 25.69, 52.87, 0,  , 108, 400,  , 14510, 18573, 2913.26, 5462, 9542, 8.69, -85.81, -4.12, 0.01, 0.00, -0.01, -0.14, 0.05, -0.01, 14.56, 2.19, 27.19, -9.88, 0.77, -0.01, -9.78, 0.71, 0.01, -6849385.79, 615268.07, -0.07
225307, 25.72, 52.89, 0,  , 97, 400,  , 14514, 18582, 2912.68, 5461, 9547, 8.69, -85.81, -175.81, 0.01, -0.01, 0.01, -0.11, 0.16, -0.04, 16.75, 2.19, 27.19, -9.89, 0.87, -0.04, -9.78, 0.71, 0.00, -6862269.87, 634008.55, -0.05
225793, 25.71, 52.92, 0,  , 100, 400,  , 14515, 18589, 2915.61, 5454, 9544, 8.62, -85.75, -175.75, 0.00, -0.00, 0.00, -0.11, 0.12, -0.05, 16.00, 2.50, 27.19, -9.89, 0.84, -0.05, -9.78, 0.71, 0.00, -6875260.65, 648180.31, -0.05
226280, 25.71, 52.85, 0,  , 100, 400,  , 14514, 18577, 2911.50, 5458, 9540, 8.62, -85.75, -175.75, 0.00, 0.01, 0.00, -0.12, 0.09, -0.02, 15.56, 1.75, 27.56, -9.90, 0.80, -0.02, -9.78, 0.71, 0.00, -6889490.79, 658852.92, -0.06
226763, 25.71, 52.86, 0,  , 98, 400,  , 14520, 18576, 2905.64, 5455, 9538, 8.62, -85.75, -175.75, -0.00, -0.00, 0.01, -0.11, 0.15, 0.02, 15.25, 2.19, 26.50, -9.89, 0.87, 0.01, -9.77, 0.72, 0.00, -6902321.68, 676349.59, -0.05
227248, 25.71, 52.87, 0,  , 104, 400,  , 14520, 18583, 2905.64, 5449, 9531, 8.56, -85.69, -175.69, -0.01, -0.01, 0.01, -0.11, 0.08, -0.06, 15.25, 2.19, 27.19, -9.89, 0.81, -0.06, -9.77, 0.72, 0.00, -6915259.06, 685758.59, -0.05
227735, 25.71, 52.85, 0,  , 96, 400,  , 14519, 18581, 2907.40, 5452, 9516, 8.56, -85.69, -175.69, 0.00, 0.01, 0.00, -0.14, -0.07, -0.12, 15.25, 2.19, 26.88, -9.92, 0.65, -0.13, -9.77, 0.72, 0.00, -6931860.89, 677457.68, -0.07
228216, 25.69, 52.87, 0,  , 100, 400,  , 14520, 18584, 2906.23, 5454, 9514, 8.50, -85.69, -4.25, 0.01, 0.01, -0.00, -0.13, 0.00, -0.08, 15.00, 2.50, 26.88, -9.91, 0.74, -0.08, -9.77, 0.73, 0.00, -6946899.35, 677457.68, -0.06
228701, 25.71, 52.86, 0,  , 92, 400,  , 14525, 18582, 2909.75, 5453, 9523, 8.50, -85.69, -175.69, -0.00, 0.00, -0.00, -0.12, 0.00, 0.09, 16.00, 2.19, 27.56, -9.89, 0.75, 0.07, -9.77, 0.73, 0.00, -6961012.85, 677457.68, -0.06
229186, 25.68, 52.86, 0,  , 91, 400,  , 14527, 18589, 2907.40, 5452, 9523, 8.50, -85.69, -175.69, 0.01, -0.00, 0.00, -0.14, 0.02, 0.02, 15.56, 2.19, 26.50, -9.92, 0.76, 0.01, -9.77, 0.73, 0.00, -6977478.60, 679809.93, -0.07
229672, 25.71, 52.88, 0,  , 98, 400,  , 14527, 18581, 2907.40, 5452, 9535, 8.50, -85.69, -175.69, 0.00, 0.00, 0.00, -0.12, 0.00, -0.03, 15.00, 2.50, 27.56, -9.90, 0.73, -0.03, -9.77, 0.73, 0.00, -6991650.36, 679809.93, -0.06
230159, 25.72, 52.86, 0,  , 92, 400,  , 14527, 18591, 2907.99, 5453, 9529, 8.50, -85.69, -175.69, 0.00, 0.00, -0.00, -0.12, -0.01, -0.02, 15.25, 2.19, 27.19, -9.90, 0.72, -0.02, -9.77, 0.73, 0.00, -7005880.50, 678624.08, -0.06
230642, 25.69, 52.85, 0,  , 93, 400,  , 14525, 18597, 2906.82, 5448, 9539, 8.50, -85.69, -175.69, -0.00, 0.00, 0.00, -0.11, 0.02, 0.00, 15.56, 2.19, 28.00, -9.89, 0.75, 0.00, -9.77, 0.73, 0.00, -7018711.40, 680956.97, -0.05
231125, 25.71, 52.82, 0,  , 90, 400,  , 14525, 18594, 2906.82, 5452, 9535, 8.50, -85.69, -175.69, -0.00, 0.00, -0.00, -0.12, 0.02, -0.02, 16.00, 2.50, 27.19, -9.90, 0.76, -0.03, -9.77, 0.73, 0.00, -7032708.74, 683289.86, -0.06
231614, 25.69, 52.80, 0,  , 88, 400,  , 14522, 18590, 2903.30, 5445, 9534, 8.50, -85.69, -175.69, 0.00, 0.00, 0.00, -0.13, 0.00, -0.01, 16.00, 2.50, 27.19, -9.91, 0.74, -0.01, -9.77, 0.73, 0.00, -7048251.60, 683289.86, -0.06
232096, 25.69, 52.81, 0,  , 88, 400,  , 14525, 18593, 2905.06, 5448, 9536, 8.50, -85.69, -175.69, -0.01, -0.01, 0.00, -0.11, 0.00, -0.02, 16.00, 2.88, 26.88, -9.89, 0.73, -0.02, -9.77, 0.73, 0.00, -7061029.42, 683289.86, -0.05
232579, 25.69, 52.80, 0,  , 90, 400,  , 14519, 18586, 2902.71, 5444, 9533, 8.50, -85.69, -175.69, -0.00, 0.00, 0.00, -0.12, -0.01, 0.00, 15.25, 1.38, 27.56, -9.91, 0.72, 0.00, -9.77, 0.73, 0.00, -7075026.76, 682123.42, -0.06
233065, 25.69, 52.81, 0,  , 95, 400,  , 14524, 18595, 2904.47, 5441, 9523, 8.50, -85.69, -175.69, 0.00, -0.00, 0.00, -0.13, -0.03, -0.04, 16.00, 1.06, 26.88, -9.91, 0.70, -0.05, -9.77, 0.73, 0.00, -7090379.50, 678580.48, -0.06
233550, 25.69, 52.81, 0,  , 91, 400,  , 14522, 18592, 2900.95, 5440, 9520, 8.50, -85.69, -175.69, 0.00, 0.00, -0.00, -0.12, 0.03, -0.02, 15.56, 1.38, 26.50, -9.90, 0.76, -0.02, -9.77, 0.73, 0.00, -7104493.00, 682108.85, -0.06
234033, 25.69, 52.85, 0,  , 91, 400,  , 14521, 18600, 2903.30, 5445, 9523, 8.50, -85.69, -175.69, -0.00, 0.00, 0.00, -0.12, 0.02, -0.07, 16.00, 2.19, 26.88, -9.89, 0.77, -0.06, -9.77, 0.73, 0.00, -7118490.34, 684441.74, -0.06
234518, 25.71, 52.85, 0,  , 87, 400,  , 14522, 18595, 2903.89, 5446, 9525, 8.50, -85.69, -175.69, -0.00, -0.00, 0.00, -0.14, -0.03, -0.02, 16.00, 2.50, 28.38, -9.92, 0.70, -0.02, -9.77, 0.73, 0.00, -7134956.09, 680913.37, -0.07
235004, 25.68, 52.83, 0,  , 87, 400,  , 14523, 18600, 2903.89, 5444, 9519, 8.50, -85.69, -175.69, -0.00, -0.00, -0.00, -0.11, -0.05, -0.02, 16.38, 1.75, 27.19, -9.89, 0.68, -0.02, -9.77, 0.73, 0.00, -7147946.87, 675008.47, -0.05
235492, 25.67, 52.88, 0,  , 88, 400,  , 14529, 18604, 2900.95, 5445, 9522, 8.50, -85.69, -175.69, 0.00, 0.00, -0.00, -0.13, 0.00, -0.03, 16.00, 1.75, 26.50, -9.91, 0.73, -0.03, -9.77, 0.73, 0.00, -7163426.23, 675008.47, -0.06
235973, 25.69, 52.86, 0,  , 82, 400,  , 14525, 18604, 2903.30, 5442, 9517, 8.50, -85.69, -175.69, 0.00, 0.00, -0.00, -0.11, -0.03, -0.03, 16.00, 2.19, 26.50, -9.89, 0.69, -0.03, -9.77, 0.73, 0.00, -7176151.08, 671538.05, -0.05
236460, 25.67, 52.87, 0,  , 82, 400,  , 14527, 18600, 2901.54, 5442, 9522, 8.50, -85.69, -175.69, -0.00, -0.00, 0.00, -0.12, 0.00, -0.01, 15.25, 2.19, 26.50, -9.90, 0.73, -0.01, -9.77, 0.73, 0.00, -7190381.22, 671538.05, -0.06
236947, 25.68, 52.95, 0,  , 88, 400,  , 14532, 18606, 2901.54, 5442, 9523, 8.50, -85.69, -175.69, -0.00, -0.00, 0.00, -0.12, 0.04, -0.02, 15.56, 1.75, 26.88, -9.90, 0.78, -0.02, -9.77, 0.73, 0.00, -7204611.36, 676281.43, -0.06
237429, 25.69, 52.90, 0,  , 91, 400,  , 14524, 18602, 2901.54, 5442, 9530, 8.50, -85.69, -175.69, 0.00, -0.00, 0.00, -0.14, -0.02, -0.05, 16.00, 1.38, 26.50, -9.89, 0.71, -0.06, -9.77, 0.73, 0.00, -7220874.04, 673958.19, -0.07
237917, 25.67, 52.94, 0,  , 77, 400,  , 14531, 18601, 2900.95, 5438, 9524, 8.50, -85.69, -175.69, -0.00, -0.00, 0.00, -0.13, 0.00, -0.06, 15.25, 2.19, 26.88, -9.91, 0.72, -0.07, -9.77, 0.73, 0.00, -7236353.40, 673958.19, -0.06
238400, 25.65, 52.95, 0,  , 82, 400,  , 14524, 18605, 2899.78, 5439, 9527, 8.50, -85.69, -175.69, -0.00, 0.00, 0.00, -0.12, 0.00, -0.07, 16.38, 2.50, 26.88, -9.90, 0.74, -0.08, -9.77, 0.73, 0.00, -7250350.74, 673958.19, -0.06
238889, 25.67, 52.93, 0,  , 86, 400,  , 14525, 18612, 2896.85, 5434, 9523, 8.50, -85.69, -175.69, -0.00, 0.00, 0.00, -0.11, -0.02, -0.06, 15.25, 2.50, 26.88, -9.89, 0.71, -0.07, -9.77, 0.73, 0.00, -7263502.40, 671566.98, -0.05
239374, 25.67, 52.96, 0,  , 87, 400,  , 14520, 18603, 2900.95, 5435, 9518, 8.50, -85.69, -175.69, 0.00, 0.00, 0.00, -0.12, 0.02, -0.06, 15.56, 2.88, 27.56, -9.91, 0.71, -0.04, -9.77, 0.73, 0.00, -7277615.90, 673919.23, -0.06
239859, 25.68, 53.01, 0,  , 85, 400,  , 14519, 18603, 2898.61, 5438, 9526, 8.50, -85.69, -175.69, -0.00, 0.00, 0.00, -0.12, 0.00, -0.07, 16.00, 1.75, 26.50, -9.90, 0.74, -0.08, -9.77, 0.73, 0.00, -7291729.40, 673919.23, -0.06
240345, 25.69, 53.04, 0,  , 81, 400,  , 14521, 18602, 2902.71, 5436, 9522, 8.50, -85.69, -175.69, 0.00, 0.00, 0.00, -0.12, -0.01, -0.02, 16.00, 1.75, 26.88, -9.90, 0.72, -0.02, -9.77, 0.73, 0.00, -7305901.16, 672738.25, -0.06
240832, 25.65, 53.01, 0,  , 77, 400,  , 14524, 18606, 2899.78, 5439, 9520, 8.50, -85.69, -175.69, -0.00, 0.00, 0.00, -0.11, 0.04, 0.01, 15.25, 2.19, 27.19, -9.89, 0.78, 0.00, -9.77, 0.73, 0.00, -7318945.45, 677481.63, -0.05
241315, 25.65, 53.01, 0,  , 82, 400,  , 14520, 18603, 2902.13, 5443, 9519, 8.50, -85.69, -175.69, 0.00, -0.00, 0.00, -0.12, 0.04, -0.04, 15.25, 2.50, 26.88, -9.90, 0.78, -0.04, -9.77, 0.73, 0.00, -7332942.79, 682147.41, -0.06
241800, 25.67, 53.05, 0,  , 85, 400,  , 14522, 18609, 2903.89, 5441, 9523, 8.50, -85.69, -175.69, 0.01, 0.01, -0.00, -0.15, 0.00, -0.16, 15.56, 2.19, 26.50, -9.93, 0.73, -0.16, -9.77, 0.73, 0.00, -7350584.67, 682147.41, -0.07
242284, 25.67, 53.04, 0,  , 76, 400,  , 14530, 18606, 2902.13, 5444, 9522, 8.50, -85.69, -175.69, -0.00, 0.01, 0.00, -0.10, -0.04, -0.02, 16.00, 2.50, 27.56, -9.88, 0.68, -0.02, -9.77, 0.73, 0.00, -7362297.47, 677462.29, -0.05
242770, 25.67, 53.07, 0,  , 84, 400,  , 14523, 18619, 2902.71, 5444, 9523, 8.50, -85.69, -175.69, 0.00, -0.00, 0.00, -0.12, 0.00, 0.00, 14.56, 2.50, 26.00, -9.90, 0.74, 0.00, -9.77, 0.73, 0.00, -7376469.23, 677462.29, -0.06
243255, 25.67, 53.07, 0,  , 80, 400,  , 14525, 18612, 2899.78, 5439, 9526, 8.50, -85.69, -175.69, -0.00, -0.00, 0.00, -0.12, 0.03, -0.01, 16.00, 2.50, 27.19, -9.90, 0.76, -0.01, -9.77, 0.73, 0.00, -7390582.73, 680990.67, -0.06
243739, 25.67, 53.08, 0,  , 77, 400,  , 14522, 18606, 2903.30, 5445, 9527, 8.50, -85.69, -175.69, 0.00, -0.00, 0.00, -0.10, -0.02, -0.01, 25.75, -5.50, 53.06, -9.88, 0.70, -0.01, -9.77, 0.73, 0.00, -7402295.53, 678648.11, -0.05
244225, 25.67, 53.08, 0,  , 83, 400,  , 14528, 18613, 2905.06, 5453, 9534, 8.50, -85.69, -175.69, 0.00, 0.01, -0.00, -0.12, -0.01, -0.06, 26.56, -4.38, 53.06, -9.90, 0.72, -0.06, -9.77, 0.73, 0.00, -7416467.29, 677467.13, -0.06
244712, 25.65, 53.09, 0,  , 80, 400,  , 14524, 18616, 2905.64, 5447, 9531, 8.50, -85.69, -175.69, 0.00, 0.01, -0.00, -0.12, -0.01, -0.07, 25.38, -4.75, 53.88, -9.90, 0.72, -0.07, -9.77, 0.73, 0.00, -7430697.43, 676281.28, -0.06
245195, 25.67, 53.10, 0,  , 79, 400,  , 14517, 18613, 2902.71, 5444, 9527, 8.50, -85.69, -175.69, 0.00, -0.00, 0.00, -0.10, -0.02, -0.02, 25.75, -5.50, 52.75, -9.88, 0.71, -0.02, -9.77, 0.73, 0.00, -7442361.88, 673948.39, -0.05
245684, 25.65, 53.10, 0,  , 79, 400,  , 14525, 18613, 2904.47, 5447, 9535, 8.50, -85.69, -175.69, -0.00, -0.01, -0.00, -0.12, -0.03, -0.02, 24.75, -5.50, 52.38, -9.90, 0.69, -0.02, -9.77, 0.73, 0.00, -7456709.14, 670361.58, -0.06
246168, 25.67, 53.09, 0,  , 80, 400,  , 14525, 18610, 2903.30, 5443, 9539, 8.50, -85.69, -175.69, 0.00, 0.00, -0.00, -0.12, 0.01, -0.04, 26.56, -4.75, 53.06, -9.90, 0.75, -0.04, -9.77, 0.73, 0.00, -7470764.50, 671532.86, -0.06
246654, 25.64, 53.13, 0,  , 77, 400,  , 14526, 18616, 2905.64, 5444, 9535, 8.50, -85.69, -175.69, 0.00, 0.00, 0.00, -0.13, -0.01, -0.04, 25.06, -5.50, 52.38, -9.91, 0.71, -0.04, -9.77, 0.73, 0.00, -7486117.24, 670351.88, -0.06
247140, 25.67, 53.10, 0,  , 77, 400,  , 14526, 18616, 2906.82, 5444, 9533, 8.50, -85.69, -175.69, 0.00, -0.00, 0.00, -0.11, 0.00, -0.04, 25.06, -5.50, 53.06, -9.89, 0.73, -0.04, -9.77, 0.73, 0.00, -7499108.02, 670351.88, -0.05
247623, 25.64, 53.09, 0,  , 75, 400,  , 14529, 18621, 2906.82, 5451, 9542, 8.50, -85.69, -175.69, -0.00, -0.00, 0.00, -0.12, -0.01, -0.01, 26.19, -5.88, 52.75, -9.91, 0.70, -0.01, -9.77, 0.73, 0.00, -7513047.46, 669190.26, -0.06
248119, 25.64, 53.14, 0,  , 82, 400,  , 14520, 18611, 2907.40, 5452, 9549, 8.50, -85.69, -175.69, -0.00, -0.00, -0.00, -0.13, -0.01, 0.00, 25.38, -4.75, 52.75, -9.91, 0.72, 0.00, -9.77, 0.73, 0.00, -7529038.49, 667960.18, -0.07
248604, 25.62, 53.10, 0,  , 81, 400,  , 14514, 18607, 2907.99, 5452, 9553, 8.50, -85.69, -175.69, 0.00, 0.00, 0.00, -0.15, 0.01, -0.03, 25.06, -5.06, 53.56, -9.93, 0.74, -0.03, -9.77, 0.73, 0.00, -7546680.37, 669136.30, -0.07
249087, 25.64, 53.13, 0,  , 85, 400,  , 14518, 18611, 2906.82, 5452, 9548, 8.50, -85.69, -175.69, 0.00, 0.01, -0.01, -0.10, 0.03, -0.04, 25.38, -5.50, 52.75, -9.91, 0.78, -0.05, -9.77, 0.73, 0.00, -7558344.82, 672635.64, -0.05
249575, 25.61, 53.13, 0,  , 80, 400,  , 14524, 18622, 2907.99, 5453, 9547, 8.50, -85.69, -175.69, -0.01, -0.01, 0.00, -0.14, 0.00, 0.01, 25.38, -5.50, 52.75, -9.92, 0.73, 0.01, -9.77, 0.73, 0.00, -7575014.90, 672635.64, -0.07
250060, 25.62, 53.13, 0,  , 75, 400,  , 14532, 18624, 2909.75, 5456, 9546, 8.50, -85.69, -175.69, -0.01, -0.00, 0.00, -0.13, -0.01, -0.01, 25.38, -5.50, 53.06, -9.90, 0.72, -0.03, -9.77, 0.73, 0.00, -7590304.52, 671459.51, -0.06
250544, 25.65, 53.11, 0,  , 74, 400,  , 14529, 18621, 2909.75, 5456, 9549, 8.50, -85.69, -175.69, 0.01, 0.01, -0.01, -0.11, 0.02, -0.06, 24.75, -5.88, 53.50, -9.89, 0.75, -0.06, -9.77, 0.73, 0.00, -7603188.60, 673802.07, -0.05
251029, 25.64, 53.13, 0,  , 71, 400,  , 14530, 18618, 2910.33, 5458, 9557, 8.50, -85.69, -175.69, 0.00, 0.01, -0.01, -0.12, 0.06, 0.02, 25.75, -5.06, 51.56, -9.90, 0.79, 0.02, -9.77, 0.73, 0.00, -7617302.10, 680858.82, -0.06
251515, 25.65, 53.11, 0,  , 75, 400,  , 14529, 18624, 2910.92, 5465, 9555, 8.50, -85.69, -175.69, -0.00, -0.01, 0.01, -0.13, 0.06, -0.07, 25.06, -5.50, 52.75, -9.91, 0.79, -0.08, -9.77, 0.73, 0.00, -7632654.84, 687944.70, -0.06
252001, 25.65, 53.12, 0,  , 69, 400,  , 14526, 18627, 2912.09, 5460, 9557, 8.50, -85.69, -175.69, 0.00, 0.00, -0.00, -0.12, 0.03, -0.06, 25.75, -5.50, 52.75, -9.90, 0.76, -0.07, -9.77, 0.73, 0.00, -7646826.60, 691487.64, -0.06
252487, 25.64, 53.12, 0,  , 75, 400,  , 14527, 18625, 2915.02, 5465, 9566, 8.50, -85.69, -175.69, 0.00, 0.01, 0.00, -0.13, -0.01, 0.01, 25.38, -5.88, 53.06, -9.91, 0.72, 0.00, -9.77, 0.73, 0.00, -7662179.34, 690306.66, -0.06
252970, 25.64, 53.14, 0,  , 71, 400,  , 14521, 18626, 2914.44, 5467, 9565, 8.50, -85.69, -175.69, -0.00, -0.01, 0.00, -0.11, 0.00, 0.00, 24.75, -5.50, 51.88, -9.89, 0.73, 0.00, -9.77, 0.73, 0.00, -7675010.24, 690306.66, -0.05
253454, 25.67, 53.12, 0,  , 75, 400,  , 14532, 18631, 2917.95, 5469, 9562, 8.50, -85.69, -175.69, 0.00, -0.00, 0.00, -0.13, -0.05, -0.07, 25.75, -5.88, 53.50, -9.91, 0.67, -0.07, -9.77, 0.73, 0.00, -7690236.88, 684450.26, -0.06
