2226 - 0m :2s : 226ms :     tm 26.33, hd 51.65, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 12381, eth 16219, lux 2830.74, als 5329, wh 9456, ori 0.00 0.00 0.00, gyr 0.00 0.00 0.00, lin 0.00 0.00 0.00, mag 0.00 0.00 0.00, accl 0.00 0.00 0.00, grav 0.00 0.00 0.00, xpos 0.00, ypos 0.00, head 0.00
722473 - 12m :2s : 473ms :     tm 28.45, hd 49.65, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14545, eth 18837, lux 2893.34, als 5428, wh 9987, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.10 0.01, mag -4.06 16.00 -43.38, accl -0.36 -6.64 7.13, grav -0.27 -6.75 7.10, xpos 37757008.81, ypos 29753506.49, head 0.05
722962 - 12m :2s : 962ms :     tm 28.47, hd 49.59, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14535, eth 18823, lux 2899.20, als 5438, wh 9993, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.08 0.12 0.00, mag -3.69 14.88 -43.00, accl -0.35 -6.62 7.11, grav -0.27 -6.75 7.10, xpos 37747443.97, ypos 29767853.75, head 0.04
723448 - 12m :3s : 448ms :     tm 28.48, hd 49.59, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14548, eth 18832, lux 2890.41, als 5433, wh 9992, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.08 0.10 0.04, mag -4.06 15.19 -43.75, accl -0.35 -6.65 7.13, grav -0.27 -6.75 7.10, xpos 37737996.13, ypos 29779663.55, head 0.04
723935 - 12m :3s : 935ms :     tm 28.47, hd 49.58, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14541, eth 18826, lux 2896.27, als 5432, wh 9998, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.11 0.00, mag -4.06 14.88 -42.69, accl -0.36 -6.64 7.11, grav -0.27 -6.75 7.10, xpos 37727323.53, ypos 29792707.85, head 0.05
724418 - 12m :4s : 418ms :     tm 28.49, hd 49.58, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14541, eth 18829, lux 2890.99, als 5436, wh 9991, ori 165.50 -1.56 43.50, gyr -0.00 -0.00 0.00, lin -0.07 0.10 0.00, mag -4.06 14.88 -43.00, accl -0.36 -6.62 7.10, grav -0.27 -6.75 7.10, xpos 37719158.41, ypos 29804372.30, head 0.03
724904 - 12m :4s : 904ms :     tm 28.51, hd 49.56, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14545, eth 18837, lux 2897.44, als 5435, wh 9993, ori 165.50 -1.56 43.50, gyr -0.00 -0.00 -0.00, lin -0.09 0.10 0.01, mag -4.50 16.00 -43.75, accl -0.36 -6.65 7.11, grav -0.27 -6.75 7.10, xpos 37708529.59, ypos 29816182.10, head 0.05
725390 - 12m :5s : 390ms :     tm 28.51, hd 49.51, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14548, eth 18836, lux 2890.41, als 5423, wh 9987, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.08 0.07 0.00, mag -4.06 16.00 -44.56, accl -0.36 -6.68 7.11, grav -0.27 -6.75 7.10, xpos 37699081.75, ypos 29824448.96, head 0.04
725872 - 12m :5s : 872ms :     tm 28.52, hd 49.44, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14545, eth 18835, lux 2896.85, als 5431, wh 9992, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.07 0.11 0.00, mag -4.06 15.19 -43.75, accl -0.37 -6.62 7.11, grav -0.27 -6.75 7.10, xpos 37690950.41, ypos 29837226.78, head 0.03
726360 - 12m :6s : 360ms :     tm 28.53, hd 49.42, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14547, eth 18835, lux 2893.92, als 5423, wh 9978, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.08 0.12 0.03, mag -3.38 14.88 -43.75, accl -0.36 -6.63 7.13, grav -0.27 -6.75 7.10, xpos 37681424.65, ypos 29851515.42, head 0.04
726847 - 12m :6s : 847ms :     tm 28.55, hd 49.44, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14549, eth 18839, lux 2890.99, als 5424, wh 9989, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.07 0.10 0.00, mag -4.06 14.50 -44.19, accl -0.36 -6.63 7.14, grav -0.27 -6.75 7.10, xpos 37673123.74, ypos 29863373.87, head 0.04
727329 - 12m :7s : 329ms :     tm 28.56, hd 49.41, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14536, eth 18827, lux 2890.99, als 5424, wh 9983, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.09 0.11 0.03, mag -3.38 15.19 -43.75, accl -0.36 -6.64 7.13, grav -0.27 -6.75 7.10, xpos 37662669.16, ypos 29876151.69, head 0.04
727816 - 12m :7s : 816ms :     tm 28.59, hd 49.39, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14541, eth 18831, lux 2893.34, als 5428, wh 9987, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.10 0.09 0.01, mag -4.06 15.19 -43.38, accl -0.36 -6.64 7.11, grav -0.27 -6.75 7.10, xpos 37650810.71, ypos 29886824.29, head 0.05
728304 - 12m :8s : 304ms :     tm 28.58, hd 49.37, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14542, eth 18830, lux 2890.99, als 5428, wh 9971, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.10 0.11 0.05, mag -3.38 14.88 -44.56, accl -0.37 -6.63 7.16, grav -0.27 -6.75 7.10, xpos 37638903.51, ypos 29899922.21, head 0.05
728786 - 12m :8s : 786ms :     tm 28.60, hd 49.36, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14545, eth 18840, lux 2888.07, als 5424, wh 9978, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.07 0.10 0.00, mag -3.69 15.19 -43.75, accl -0.35 -6.64 7.10, grav -0.27 -6.75 7.10, xpos 37630772.17, ypos 29911538.41, head 0.03
729272 - 12m :9s : 272ms :     tm 28.62, hd 49.32, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14540, eth 18826, lux 2889.82, als 5422, wh 9976, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.10 0.10 0.02, mag -4.06 14.88 -44.56, accl -0.37 -6.65 7.12, grav -0.27 -6.75 7.10, xpos 37618962.37, ypos 29923348.22, head 0.05
729759 - 12m :9s : 759ms :     tm 28.62, hd 49.30, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14542, eth 18833, lux 2893.34, als 5428, wh 9977, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.08 0.10 0.04, mag -4.06 15.56 -43.00, accl -0.35 -6.64 7.15, grav -0.27 -6.75 7.10, xpos 37609475.61, ypos 29935206.67, head 0.04
730244 - 12m :10s : 244ms :     tm 28.62, hd 49.32, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14543, eth 18833, lux 2892.17, als 5426, wh 9979, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 -0.00, lin -0.07 0.13 0.03, mag -4.06 15.56 -43.38, accl -0.35 -6.61 7.13, grav -0.27 -6.75 7.10, xpos 37601242.73, ypos 29950496.29, head 0.04
730730 - 12m :10s : 730ms :     tm 28.65, hd 49.30, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14534, eth 18826, lux 2887.48, als 5417, wh 9968, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.08 0.10 0.00, mag -4.50 15.19 -44.19, accl -0.36 -6.64 7.09, grav -0.27 -6.75 7.10, xpos 37591794.89, ypos 29962306.09, head 0.04
731214 - 12m :11s : 214ms :     tm 28.63, hd 49.32, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14536, eth 18824, lux 2888.65, als 5416, wh 9969, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.08 0.11 0.03, mag -3.69 15.56 -44.19, accl -0.36 -6.65 7.12, grav -0.27 -6.75 7.10, xpos 37582424.65, ypos 29975190.17, head 0.04
731702 - 12m :11s : 702ms :     tm 28.65, hd 49.23, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14538, eth 18833, lux 2888.07, als 5419, wh 9969, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 -0.00, lin -0.08 0.11 0.02, mag -4.50 16.00 -43.38, accl -0.35 -6.63 7.13, grav -0.27 -6.75 7.10, xpos 37572898.89, ypos 29988288.09, head 0.04
732186 - 12m :12s : 186ms :     tm 28.66, hd 49.29, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14536, eth 18827, lux 2886.31, als 5416, wh 9965, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.08 0.09 0.01, mag -3.69 15.19 -43.75, accl -0.36 -6.65 7.12, grav -0.27 -6.75 7.10, xpos 37563528.65, ypos 29998829.61, head 0.04
732671 - 12m :12s : 671ms :     tm 28.66, hd 49.27, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14544, eth 18830, lux 2888.65, als 5420, wh 9967, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.09 0.12 0.00, mag -3.69 16.38 -44.19, accl -0.36 -6.63 7.11, grav -0.27 -6.75 7.10, xpos 37552943.53, ypos 30012943.11, head 0.05
733156 - 12m :13s : 156ms :     tm 28.70, hd 49.20, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14541, eth 18836, lux 2883.38, als 5414, wh 9959, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.09 0.11 0.02, mag -3.69 14.88 -43.75, accl -0.36 -6.64 7.12, grav -0.27 -6.75 7.10, xpos 37542358.40, ypos 30025880.48, head 0.05
733643 - 12m :13s : 643ms :     tm 28.72, hd 49.20, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14531, eth 18829, lux 2886.31, als 5410, wh 9962, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.10 0.11 0.00, mag -4.06 15.56 -44.56, accl -0.37 -6.64 7.11, grav -0.27 -6.75 7.10, xpos 37530499.95, ypos 30038924.78, head 0.05
734127 - 12m :14s : 127ms :     tm 28.70, hd 49.16, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14539, eth 18822, lux 2880.45, als 5406, wh 9949, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.12 0.09 0.03, mag -4.75 15.56 -43.00, accl -0.39 -6.65 7.14, grav -0.27 -6.75 7.10, xpos 37516444.59, ypos 30049466.30, head 0.06
734613 - 12m :14s : 613ms :     tm 28.75, hd 49.19, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14537, eth 18825, lux 2882.21, als 5409, wh 9955, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.08 0.08 0.03, mag -4.06 15.19 -45.00, accl -0.35 -6.66 7.14, grav -0.27 -6.75 7.10, xpos 37506996.75, ypos 30058914.14, head 0.04
735097 - 12m :15s : 97ms :     tm 28.73, hd 49.18, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14533, eth 18820, lux 2878.70, als 5409, wh 9943, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.07 0.10 0.02, mag -4.75 15.19 -43.75, accl -0.34 -6.64 7.13, grav -0.27 -6.75 7.10, xpos 37498797.79, ypos 30070626.94, head 0.03
735582 - 12m :15s : 582ms :     tm 28.78, hd 49.17, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14542, eth 18839, lux 2878.11, als 5396, wh 9942, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 -0.00, lin -0.09 0.11 0.01, mag -4.50 16.38 -44.19, accl -0.36 -6.64 7.12, grav -0.27 -6.75 7.10, xpos 37488212.67, ypos 30083564.32, head 0.05
736071 - 12m :16s : 71ms :     tm 28.76, hd 49.17, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14541, eth 18839, lux 2869.92, als 5388, wh 9932, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.09 0.12 0.02, mag -4.06 16.00 -44.19, accl -0.36 -6.62 7.12, grav -0.27 -6.75 7.10, xpos 37477452.22, ypos 30097911.57, head 0.05
736557 - 12m :16s : 557ms :     tm 28.76, hd 49.17, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14537, eth 18829, lux 2872.26, als 5392, wh 9937, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.09 0.13 0.02, mag -4.06 15.19 -43.75, accl -0.36 -6.64 7.12, grav -0.27 -6.75 7.10, xpos 37466823.40, ypos 30113264.31, head 0.05
737044 - 12m :17s : 44ms :     tm 28.78, hd 49.17, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14532, eth 18823, lux 2866.99, als 5383, wh 9926, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.06 0.10 0.02, mag -2.56 15.19 -44.19, accl -0.33 -6.65 7.12, grav -0.27 -6.75 7.10, xpos 37459708.33, ypos 30125122.76, head 0.03
737531 - 12m :17s : 531ms :     tm 28.79, hd 49.18, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14542, eth 18832, lux 2865.82, als 5381, wh 9923, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.08 0.11 0.00, mag -3.69 15.56 -44.56, accl -0.35 -6.64 7.11, grav -0.27 -6.75 7.10, xpos 37450221.57, ypos 30138167.06, head 0.04
738013 - 12m :18s : 13ms :     tm 28.80, hd 49.12, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14539, eth 18829, lux 2866.41, als 5377, wh 9925, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.09 0.11 0.04, mag -3.00 15.56 -43.00, accl -0.36 -6.64 7.15, grav -0.27 -6.75 7.10, xpos 37439766.99, ypos 30150944.88, head 0.04
738498 - 12m :18s : 498ms :     tm 28.82, hd 49.10, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14544, eth 18830, lux 2873.43, als 5394, wh 9921, ori 165.50 -1.56 43.50, gyr -0.00 -0.00 -0.00, lin -0.09 0.10 0.00, mag -3.69 16.00 -43.75, accl -0.36 -6.64 7.11, grav -0.27 -6.75 7.10, xpos 37429181.86, ypos 30162706.13, head 0.05
738986 - 12m :18s : 986ms :     tm 28.84, hd 49.09, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14533, eth 18821, lux 2877.53, als 5401, wh 9947, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.06 0.09 0.03, mag -3.38 15.19 -44.56, accl -0.33 -6.66 7.13, grav -0.27 -6.75 7.10, xpos 37422037.54, ypos 30173422.61, head 0.03
739468 - 12m :19s : 468ms :     tm 28.83, hd 49.08, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14538, eth 18832, lux 2874.60, als 5396, wh 9943, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.08 0.09 0.03, mag -4.50 14.88 -45.00, accl -0.36 -6.66 7.14, grav -0.27 -6.75 7.10, xpos 37412744.59, ypos 30183877.19, head 0.04
739952 - 12m :19s : 952ms :     tm 28.86, hd 49.07, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14533, eth 18826, lux 2869.92, als 5392, wh 9930, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.09 0.11 0.03, mag -3.69 14.88 -44.56, accl -0.36 -6.63 7.13, grav -0.27 -6.75 7.10, xpos 37402203.06, ypos 30196761.27, head 0.04
740437 - 12m :20s : 437ms :     tm 28.83, hd 49.03, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14536, eth 18826, lux 2869.92, als 5389, wh 9931, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.07 0.10 0.05, mag -3.69 15.19 -43.00, accl -0.35 -6.64 7.16, grav -0.27 -6.75 7.10, xpos 37393970.19, ypos 30208522.52, head 0.04
740922 - 12m :20s : 922ms :     tm 28.89, hd 49.00, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14531, eth 18821, lux 2856.46, als 5365, wh 9901, ori 165.50 -1.56 43.50, gyr -0.00 -0.00 0.00, lin -0.08 0.13 0.02, mag -3.69 16.38 -44.19, accl -0.36 -6.62 7.13, grav -0.27 -6.75 7.10, xpos 37384561.19, ypos 30223812.14, head 0.04
741407 - 12m :21s : 407ms :     tm 28.84, hd 48.97, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14538, eth 18832, lux 2830.15, als 5320, wh 9861, ori 165.50 -1.56 43.50, gyr -0.00 -0.00 0.00, lin -0.09 0.09 0.03, mag -3.38 15.19 -44.56, accl -0.36 -6.65 7.13, grav -0.27 -6.75 7.10, xpos 37373976.06, ypos 30234397.27, head 0.05
741892 - 12m :21s : 892ms :     tm 28.84, hd 48.97, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14531, eth 18835, lux 2828.40, als 5317, wh 9847, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.07 0.13 0.03, mag -3.00 15.56 -43.75, accl -0.35 -6.61 7.14, grav -0.27 -6.75 7.10, xpos 37365743.19, ypos 30249686.89, head 0.04
742377 - 12m :22s : 377ms :     tm 28.88, hd 48.90, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14533, eth 18825, lux 2788.71, als 5228, wh 9740, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.10 0.05, mag -4.06 15.19 -44.19, accl -0.36 -6.65 7.15, grav -0.27 -6.75 7.10, xpos 37355158.06, ypos 30261448.14, head 0.05
742864 - 12m :22s : 864ms :     tm 28.88, hd 48.90, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14533, eth 18819, lux 2743.84, als 5196, wh 9689, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.08 0.09 0.00, mag -4.50 16.00 -44.56, accl -0.35 -6.65 7.10, grav -0.27 -6.75 7.10, xpos 37345671.30, ypos 30272120.75, head 0.04
743346 - 12m :23s : 346ms :     tm 28.89, hd 48.82, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14534, eth 18824, lux 2694.42, als 5087, wh 9563, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.08 0.08 0.00, mag -4.50 15.19 -44.56, accl -0.36 -6.66 7.11, grav -0.27 -6.75 7.10, xpos 37336378.34, ypos 30281413.71, head 0.04
743832 - 12m :23s : 832ms :     tm 28.90, hd 48.82, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14536, eth 18832, lux 2643.94, als 5000, wh 9464, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.10 0.11 0.03, mag -4.06 14.88 -44.56, accl -0.37 -6.64 7.13, grav -0.27 -6.75 7.10, xpos 37324568.54, ypos 30294404.49, head 0.05
744320 - 12m :24s : 320ms :     tm 28.93, hd 48.86, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14533, eth 18820, lux 2663.07, als 5033, wh 9514, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.08 0.11 0.01, mag -3.38 15.56 -43.75, accl -0.36 -6.64 7.12, grav -0.27 -6.75 7.10, xpos 37315042.78, ypos 30307502.41, head 0.04
744802 - 12m :24s : 802ms :     tm 28.93, hd 48.75, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14534, eth 18822, lux 2608.04, als 4908, wh 9358, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.09 0.09 0.03, mag -4.06 15.19 -43.38, accl -0.35 -6.62 7.10, grav -0.27 -6.75 7.10, xpos 37304588.20, ypos 30317956.99, head 0.04
745291 - 12m :25s : 291ms :     tm 28.95, hd 48.71, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14533, eth 18821, lux 2621.35, als 4947, wh 9390, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.10 0.01, mag -4.50 14.50 -44.56, accl -0.37 -6.65 7.11, grav -0.27 -6.75 7.10, xpos 37292632.15, ypos 30329913.04, head 0.05
745776 - 12m :25s : 776ms :     tm 28.96, hd 48.71, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14533, eth 18818, lux 2589.53, als 4906, wh 9344, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.08 0.11 0.02, mag -4.50 16.00 -43.75, accl -0.35 -6.64 7.13, grav -0.27 -6.75 7.10, xpos 37283223.15, ypos 30342850.42, head 0.04
746272 - 12m :26s : 272ms :     tm 28.95, hd 48.66, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14537, eth 18825, lux 2558.92, als 4853, wh 9299, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.11 0.00, mag -4.75 15.19 -45.00, accl -0.36 -6.64 7.11, grav -0.27 -6.75 7.10, xpos 37272152.43, ypos 30356381.30, head 0.05
746757 - 12m :26s : 757ms :     tm 28.97, hd 48.69, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14530, eth 18819, lux 2618.46, als 4951, wh 9421, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.10 0.11 0.03, mag -3.00 16.00 -43.75, accl -0.37 -6.63 7.14, grav -0.27 -6.75 7.10, xpos 37260391.18, ypos 30369318.67, head 0.05
747242 - 12m :27s : 242ms :     tm 29.00, hd 48.62, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14542, eth 18833, lux 2639.31, als 4996, wh 9473, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.09 0.10 0.00, mag -3.38 15.19 -43.38, accl -0.35 -6.65 7.13, grav -0.27 -6.75 7.10, xpos 37249806.06, ypos 30381079.92, head 0.05
747728 - 12m :27s : 728ms :     tm 28.99, hd 48.63, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14531, eth 18823, lux 2693.26, als 5085, wh 9574, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.08 0.10 0.01, mag -4.50 15.56 -44.19, accl -0.35 -6.64 7.12, grav -0.27 -6.75 7.10, xpos 37240358.22, ypos 30392889.72, head 0.04
748216 - 12m :28s : 216ms :     tm 29.00, hd 48.60, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14531, eth 18832, lux 2736.28, als 5159, wh 9650, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.11 0.00, mag -3.69 15.19 -43.75, accl -0.36 -6.63 7.10, grav -0.27 -6.75 7.10, xpos 37229641.74, ypos 30405987.64, head 0.05
748697 - 12m :28s : 697ms :     tm 29.00, hd 48.57, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14532, eth 18821, lux 2747.92, als 5179, wh 9670, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.09 0.10 0.02, mag -3.69 14.88 -45.00, accl -0.36 -6.65 7.12, grav -0.27 -6.75 7.10, xpos 37219230.49, ypos 30417555.69, head 0.04
749184 - 12m :29s : 184ms :     tm 29.04, hd 48.57, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14530, eth 18820, lux 2742.10, als 5178, wh 9667, ori 165.50 -1.56 43.50, gyr 0.00 0.00 -0.00, lin -0.11 0.11 0.02, mag -4.75 14.88 -43.75, accl -0.35 -6.63 7.14, grav -0.27 -6.75 7.10, xpos 37206186.20, ypos 30430599.99, head 0.06
749672 - 12m :29s : 672ms :     tm 29.06, hd 48.54, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14531, eth 18823, lux 2748.50, als 5173, wh 9673, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.10 0.11 0.01, mag -3.38 16.00 -43.38, accl -0.37 -6.63 7.11, grav -0.27 -6.75 7.10, xpos 37194279.00, ypos 30443697.91, head 0.05
750154 - 12m :30s : 154ms :     tm 29.04, hd 48.51, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14529, eth 18819, lux 2732.20, als 5152, wh 9647, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.09 0.08 0.03, mag -4.06 15.19 -45.00, accl -0.36 -6.66 7.14, grav -0.27 -6.75 7.10, xpos 37183824.42, ypos 30452990.87, head 0.04
750641 - 12m :30s : 641ms :     tm 29.07, hd 48.50, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14532, eth 18819, lux 2735.11, als 5157, wh 9653, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.08 0.11 0.00, mag -3.38 15.19 -43.75, accl -0.35 -6.64 7.11, grav -0.27 -6.75 7.10, xpos 37174337.66, ypos 30466035.16, head 0.04
751123 - 12m :31s : 123ms :     tm 29.09, hd 48.50, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14523, eth 18811, lux 2722.90, als 5136, wh 9641, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.08 0.12 0.00, mag -4.06 15.56 -43.38, accl -0.36 -6.63 7.10, grav -0.27 -6.75 7.10, xpos 37165044.70, ypos 30479974.60, head 0.04
751610 - 12m :31s : 610ms :     tm 29.10, hd 48.45, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14521, eth 18817, lux 2728.71, als 5154, wh 9658, ori 165.50 -1.56 43.50, gyr -0.00 0.00 0.00, lin -0.09 0.09 0.03, mag -3.38 14.88 -44.19, accl -0.35 -6.64 7.14, grav -0.27 -6.75 7.10, xpos 37154372.09, ypos 30490647.21, head 0.05
752098 - 12m :32s : 98ms :     tm 29.09, hd 48.47, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14523, eth 18822, lux 2729.29, als 5144, wh 9631, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.08 0.10 0.02, mag -4.06 15.19 -43.75, accl -0.36 -6.65 7.13, grav -0.27 -6.75 7.10, xpos 37144846.33, ypos 30502554.41, head 0.04
752579 - 12m :32s : 579ms :     tm 29.10, hd 48.43, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14527, eth 18815, lux 2727.55, als 5144, wh 9633, ori 165.50 -1.56 43.50, gyr 0.00 -0.00 0.00, lin -0.09 0.11 0.02, mag -3.69 14.88 -45.00, accl -0.36 -6.63 7.13, grav -0.27 -6.75 7.10, xpos 37134435.09, ypos 30515279.26, head 0.04
753068 - 12m :33s : 68ms :     tm 29.13, hd 48.41, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14520, eth 18812, lux 2714.76, als 5122, wh 9601, ori 165.50 -1.56 43.50, gyr 0.00 0.00 0.00, lin -0.09 0.12 0.00, mag -3.38 15.19 -44.56, accl -0.36 -6.62 7.10, grav -0.27 -6.75 7.10, xpos 37123674.64, ypos 30529626.52, head 0.05
753555 - 12m :33s : 555ms :     tm 29.13, hd 48.38, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14529, eth 18824, lux 2633.51, als 4941, wh 9378, ori 165.50 -1.56 43.50, gyr -0.00 0.00 -0.00, lin -0.07 0.11 0.00, mag -4.75 16.69 -45.38, accl -0.35 -6.63 7.11, grav -0.27 -6.75 7.10, xpos 37115373.73, ypos 30542670.82, head 0.04
